glyph_name,ps_name,sort_design,sort_final
u16F11.dot,u16F11.dot,6007,2006
u16F15.dot,u16F15.dot,6008,2007
u16F17.dot,u16F17.dot,6009,2008
u16F19.dot,u16F19.dot,6010,2009
u16F1B.dot,u16F1B.dot,6011,2010
u16F1D.dot,u16F1D.dot,6012,2011
u16F1F.dot,u16F1F.dot,6013,2012
u16F22.dot,u16F22.dot,6014,2013
u16F24.dot,u16F24.dot,6015,2014
u16F29.dot,u16F29.dot,6016,2015
u16F2B.dot,u16F2B.dot,6017,2016
u16F2D.dot,u16F2D.dot,6018,2017
u16F2F.dot,u16F2F.dot,6019,2018
u16F36.dot,u16F36.dot,6020,2019
u16F38.dot,u16F38.dot,6021,2020
u16F3C.dot,u16F3C.dot,6022,2021
u16F3E.dot,u16F3E.dot,6023,2022
u16F41.dot,u16F41.dot,6024,2023
u16F44.dot,u16F44.dot,6025,2024
u16F45.dot,u16F45.dot,6026,2025
u16F46.dot,u16F46.dot,6027,2026
u16F47.dot,u16F47.dot,6028,2027
u16F02.ygp,u16F02.ygp,7101,2101
u16F14.ygp,u16F14.ygp,7102,2102
u16F23.ygp,u16F23.ygp,7103,2103
u16F04.narrow,u16F04.narrow,7151,2201
u16F10.narrow,u16F10.narrow,7152,2202
u16F14.flat,u16F14.flat,7501,2301
u16F23.flat,u16F23.flat,7502,2302
u16F2F.ywqa,u16F2F.ywqa,7504,2303
u16F35.ywqa,u16F35.ywqa,7503,2304
u16F04.lpo,u16F04.lpo,7601,2401
u16F10.lpo,u16F10.lpo,7602,2402
u16F33.lpo,u16F33.lpo,7606,2403
u16F04.hmdd,u16F04.hmdd,7701,2501
u16F05.hmdd,u16F05.hmdd,7705,2502
u16F10.hmdd,u16F10.hmdd,7702,2503
